Country or Area,City,Year,Record Type,Value
Iran (Islamic Republic of),Gorgan,2006,Census - de jure - complete tabulation,274438
Iran (Islamic Republic of),Gorgan,2011,Census - de jure - complete tabulation,329536
Iran (Islamic Republic of),Hamadan,2006,Census - de jure - complete tabulation,479640
Iran (Islamic Republic of),Hamadan,2011,Census - de jure - complete tabulation,525794
Iran (Islamic Republic of),Ilam,2006,Census - de jure - complete tabulation,160355
Iran (Islamic Republic of),Ilam,2011,Census - de jure - complete tabulation,172213
Iran (Islamic Republic of),Iranshahr,2006,Census - de jure - complete tabulation,100642
Iran (Islamic Republic of),Iranshahr,2011,Census - de jure - complete tabulation,97012
Iran (Islamic Republic of),Islam Shahr (Qasemabad),2006,Census - de jure - complete tabulation,357389
Iran (Islamic Republic of),Islam Shahr (Qasemabad),2011,Census - de jure - complete tabulation,389102
Iran (Islamic Republic of),Izeh,2006,Census - de jure - complete tabulation,104364
Iran (Islamic Republic of),Izeh,2011,Census - de jure - complete tabulation,117093
Iran (Islamic Republic of),Jahrom,2006,Census - de jure - complete tabulation,105285
Iran (Islamic Republic of),Jahrom,2011,Census - de jure - complete tabulation,114108
Iran (Islamic Republic of),Jiroft,2011,Census - de jure - complete tabulation,111034
Iran (Islamic Republic of),Kamal Shahr,2011,Census - de jure - complete tabulation,109943
Iran (Islamic Republic of),Karaj,2006,Census - de jure - complete tabulation,1386030
Iran (Islamic Republic of),Karaj,2011,Census - de jure - complete tabulation,1614626
Iran (Islamic Republic of),Kashan,2006,Census - de jure - complete tabulation,253509
Iran (Islamic Republic of),Kashan,2011,Census - de jure - complete tabulation,275325
Iran (Islamic Republic of),Kerman,2006,Census - de jure - complete tabulation,515114
Iran (Islamic Republic of),Kerman,2011,Census - de jure - complete tabulation,534441
Iran (Islamic Republic of),Kermanshah,2006,Census - de jure - complete tabulation,794863
Iran (Islamic Republic of),Kermanshah,2011,Census - de jure - complete tabulation,851405
Iran (Islamic Republic of),Khomeini shahr,2006,Census - de jure - complete tabulation,223071
Iran (Islamic Republic of),Khomeini shahr,2011,Census - de jure - complete tabulation,244696
Iran (Islamic Republic of),Khoramabad,2006,Census - de jure - complete tabulation,333945
Iran (Islamic Republic of),Khoramabad,2011,Census - de jure - complete tabulation,348216
Iran (Islamic Republic of),Khoramshahr,2006,Census - de jure - complete tabulation,125859
Iran (Islamic Republic of),Khoramshahr,2011,Census - de jure - complete tabulation,129418
Iran (Islamic Republic of),Khoy,2006,Census - de jure - complete tabulation,181465
Iran (Islamic Republic of),Khoy,2011,Census - de jure - complete tabulation,200958
Iran (Islamic Republic of),Mahabad,2006,Census - de jure - complete tabulation,135780
Iran (Islamic Republic of),Mahabad,2011,Census - de jure - complete tabulation,147268
Iran (Islamic Republic of),Malard,2006,Census - de jure - complete tabulation,228713
Iran (Islamic Republic of),Malard,2011,Census - de jure - complete tabulation,290817
Iran (Islamic Republic of),Malayer,2006,Census - de jure - complete tabulation,156289
Iran (Islamic Republic of),Malayer,2011,Census - de jure - complete tabulation,159848
Iran (Islamic Republic of),Marand,2006,Census - de jure - complete tabulation,114841
Iran (Islamic Republic of),Marand,2011,Census - de jure - complete tabulation,124323
Iran (Islamic Republic of),Maraqeh,2006,Census - de jure - complete tabulation,149929
Iran (Islamic Republic of),Maraqeh,2011,Census - de jure - complete tabulation,162275
Iran (Islamic Republic of),Marivan,2011,Census - de jure - complete tabulation,110464
Iran (Islamic Republic of),Marvadsht,2006,Census - de jure - complete tabulation,124350
Iran (Islamic Republic of),Marvadsht,2011,Census - de jure - complete tabulation,138649
Iran (Islamic Republic of),Mashhad,2006,Census - de jure - complete tabulation,2427316
Iran (Islamic Republic of),Mashhad,2011,Census - de jure - complete tabulation,2766258
Iran (Islamic Republic of),Masjed Soleyman,2006,Census - de jure - complete tabulation,108682
Iran (Islamic Republic of),Masjed Soleyman,2011,Census - de jure - complete tabulation,103369
Iran (Islamic Republic of),Miandoab,2006,Census - de jure - complete tabulation,114153
Iran (Islamic Republic of),Miandoab,2011,Census - de jure - complete tabulation,123081
Iran (Islamic Republic of),Mohammad Shahr,2011,Census - de jure - complete tabulation,100519
Iran (Islamic Republic of),Najafabad,2006,Census - de jure - complete tabulation,208647
Iran (Islamic Republic of),Najafabad,2011,Census - de jure - complete tabulation,221814
Iran (Islamic Republic of),Nasim Shahr,2006,Census - de jure - complete tabulation,135846
Iran (Islamic Republic of),Nasim Shahr,2011,Census - de jure - complete tabulation,157474
Iran (Islamic Republic of),Nazar Abad,2011,Census - de jure - complete tabulation,107806
Iran (Islamic Republic of),Neyshabur,2006,Census - de jure - complete tabulation,208860
Iran (Islamic Republic of),Neyshabur,2011,Census - de jure - complete tabulation,239185
Iran (Islamic Republic of),Orumiyeh,2006,Census - de jure - complete tabulation,583255
Iran (Islamic Republic of),Orumiyeh,2011,Census - de jure - complete tabulation,667499
Iran (Islamic Republic of),Pakdasht,2006,Census - de jure - complete tabulation,126937
Iran (Islamic Republic of),Pakdasht,2011,Census - de jure - complete tabulation,206490
Iran (Islamic Republic of),Qaem shahr,2006,Census - de jure - complete tabulation,174768
Iran (Islamic Republic of),Qaem shahr,2011,Census - de jure - complete tabulation,196050
Iran (Islamic Republic of),Qarchak,2006,Census - de jure - complete tabulation,174006
Iran (Islamic Republic of),Qarchak,2011,Census - de jure - complete tabulation,191588
Iran (Islamic Republic of),Qazvin,2006,Census - de jure - complete tabulation,355338
Iran (Islamic Republic of),Qazvin,2011,Census - de jure - complete tabulation,381598
Iran (Islamic Republic of),Qods,2006,Census - de jure - complete tabulation,230147
Iran (Islamic Republic of),Qods,2011,Census - de jure - complete tabulation,283517
Iran (Islamic Republic of),Qom,2006,Census - de jure - complete tabulation,964706
Iran (Islamic Republic of),Qom,2011,Census - de jure - complete tabulation,1074036
Iran (Islamic Republic of),Quchan,2006,Census - de jure - complete tabulation,101313
Iran (Islamic Republic of),Quchan,2011,Census - de jure - complete tabulation,103760
Iran (Islamic Republic of),Rafsanjan,2006,Census - de jure - complete tabulation,139219
Iran (Islamic Republic of),Rafsanjan,2011,Census - de jure - complete tabulation,151420
Iran (Islamic Republic of),Rasht,2006,Census - de jure - complete tabulation,557366
Iran (Islamic Republic of),Rasht,2011,Census - de jure - complete tabulation,639951
Iran (Islamic Republic of),Sabzewar,2006,Census - de jure - complete tabulation,214582
Iran (Islamic Republic of),Sabzewar,2011,Census - de jure - complete tabulation,231557
Iran (Islamic Republic of),Sanandaj,2006,Census - de jure - complete tabulation,316862
Iran (Islamic Republic of),Sanandaj,2011,Census - de jure - complete tabulation,373987
Iran (Islamic Republic of),Saqez,2006,Census - de jure - complete tabulation,133331
Iran (Islamic Republic of),Saqez,2011,Census - de jure - complete tabulation,139738
Iran (Islamic Republic of),Sari,2006,Census - de jure - complete tabulation,261293
Iran (Islamic Republic of),Sari,2011,Census - de jure - complete tabulation,296417
Iran (Islamic Republic of),Saveh,2006,Census - de jure - complete tabulation,180548
Iran (Islamic Republic of),Saveh,2011,Census - de jure - complete tabulation,200481
Iran (Islamic Republic of),Semnan,2006,Census - de jure - complete tabulation,126780
Iran (Islamic Republic of),Semnan,2011,Census - de jure - complete tabulation,153680
Iran (Islamic Republic of),Shahinshahr,2006,Census - de jure - complete tabulation,127412
Iran (Islamic Republic of),Shahinshahr,2011,Census - de jure - complete tabulation,143308
Iran (Islamic Republic of),Shahr-e-Kord,2006,Census - de jure - complete tabulation,131612
Iran (Islamic Republic of),Shahr-e-Kord,2011,Census - de jure - complete tabulation,159775
Iran (Islamic Republic of),Shahreza,2006,Census - de jure - complete tabulation,109601
Iran (Islamic Republic of),Shahreza,2011,Census - de jure - complete tabulation,123767
Iran (Islamic Republic of),Shahriar,2006,Census - de jure - complete tabulation,189421
Iran (Islamic Republic of),Shahriar,2011,Census - de jure - complete tabulation,249473
Iran (Islamic Republic of),Shahrud,2006,Census - de jure - complete tabulation,132379
Iran (Islamic Republic of),Shahrud,2011,Census - de jure - complete tabulation,140474
Iran (Islamic Republic of),Shiraz,2006,Census - de jure - complete tabulation,1227331
Iran (Islamic Republic of),Shiraz,2011,Census - de jure - complete tabulation,1460665
Iran (Islamic Republic of),Shoosh,2011,Census - de jure - complete tabulation,106815
Iran (Islamic Republic of),Sirjan,2006,Census - de jure - complete tabulation,170916
Iran (Islamic Republic of),Sirjan,2011,Census - de jure - complete tabulation,185623
Iran (Islamic Republic of),Tabriz,2006,Census - de jure - complete tabulation,1398060
Iran (Islamic Republic of),Tabriz,2011,Census - de jure - complete tabulation,1494998
Iran (Islamic Republic of),TEHRAN,2006,Census - de jure - complete tabulation,7803883
Iran (Islamic Republic of),TEHRAN,2011,Census - de jure - complete tabulation,8154051
Iran (Islamic Republic of),Torbat-e-heydariyeh,2006,Census - de jure - complete tabulation,121300
Iran (Islamic Republic of),Torbat-e-heydariyeh,2011,Census - de jure - complete tabulation,131150
Iran (Islamic Republic of),Varamin,2006,Census - de jure - complete tabulation,208996
Iran (Islamic Republic of),Varamin,2011,Census - de jure - complete tabulation,218991
Iran (Islamic Republic of),Yasooj,2006,Census - de jure - complete tabulation,100544
Iran (Islamic Republic of),Yasooj,2011,Census - de jure - complete tabulation,108505
Iran (Islamic Republic of),Yazd,2006,Census - de jure - complete tabulation,432194
Iran (Islamic Republic of),Yazd,2011,Census - de jure - complete tabulation,486152
Iran (Islamic Republic of),Zabol,2006,Census - de jure - complete tabulation,136956
Iran (Islamic Republic of),Zabol,2011,Census - de jure - complete tabulation,137722
Iran (Islamic Republic of),Zahedan,2006,Census - de jure - complete tabulation,567449
Iran (Islamic Republic of),Zahedan,2011,Census - de jure - complete tabulation,560725
Iran (Islamic Republic of),Zanjan,2006,Census - de jure - complete tabulation,349713
Iran (Islamic Republic of),Zanjan,2011,Census - de jure - complete tabulation,386851
Iraq,Adhamiyah,1987,Census - de facto - complete tabulation,464151
Iraq,Amara,1987,Census - de facto - complete tabulation,208797
Iraq,BAGHDAD,1987,Census - de facto - complete tabulation,3841268
Iraq,Basra,1987,Census - de facto - complete tabulation,406296
Iraq,Diwaniya,1987,Census - de facto - complete tabulation,196519
Iraq,Erbil,1987,Census - de facto - complete tabulation,485968
Iraq,Hilla,1987,Census - de facto - complete tabulation,268834
Iraq,Kadhimain,1987,Census - de facto - complete tabulation,521444
Iraq,Karradah Sharqiyah,1987,Census - de facto - complete tabulation,235554
Iraq,Kerbala,1987,Census - de facto - complete tabulation,296705
Iraq,Kirkuk,1987,Census - de facto - complete tabulation,418624
Iraq,Kut,1987,Census - de facto - complete tabulation,183183
Iraq,Majnoon,1987,Census - de facto - complete tabulation,244545
Iraq,Mosul,1987,Census - de facto - complete tabulation,664221
Iraq,Najaf,1987,Census - de facto - complete tabulation,309010
Iraq,Nasariya,1987,Census - de facto - complete tabulation,265937
Iraq,Ramadi,1987,Census - de facto - complete tabulation,192556
Iraq,Sulamaniya,1987,Census - de facto - complete tabulation,364096
Ireland,Cork,2002,Census - de facto - complete tabulation,123062
Ireland,Cork,2006,Census - de facto - complete tabulation,119418
Ireland,Cork,2011,Census - de facto - complete tabulation,119230
Ireland,DUBLIN,2002,Census - de facto - complete tabulation,495781
Ireland,DUBLIN,2006,Census - de facto - complete tabulation,506211
Ireland,DUBLIN,2011,Census - de facto - complete tabulation,527612
Isle of Man,DOUGLAS,2001,Census - de jure - complete tabulation,25347
Isle of Man,DOUGLAS,2006,Census - de jure - complete tabulation,26218
Israel,Ashdod,1995,Census - de facto - complete tabulation,126170
Israel,Ashdod,2003,Estimate - de jure,189800
Israel,Ashdod,2004,Estimate - de jure,194500
Israel,Ashdod,2005,Estimate - de jure,198800
Israel,Ashdod,2006,Estimate - de jure,202383
Israel,Ashdod,2007,Estimate - de jure,205594
Israel,Ashdod,2008,Census - de facto - complete tabulation,204330
Israel,Ashdod,2008,Estimate - de jure,208137
Israel,Ashdod,2009,Estimate - de jure,205401
Israel,Ashdod,2010,Estimate - de jure,208479
Israel,Ashdod,2011,Estimate - de jure,211492
Israel,Ashdod,2012,Estimate - de jure,213777
Israel,Ashqelon,2003,Estimate - de jure,103900
Israel,Ashqelon,2004,Estimate - de jure,104800
Israel,Ashqelon,2005,Estimate - de jure,105800
Israel,Ashqelon,2006,Estimate - de jure,107155.5
Israel,Ashqelon,2007,Estimate - de jure,108327
Israel,Ashqelon,2008,Census - de facto - complete tabulation,110560
Israel,Ashqelon,2008,Estimate - de jure,109656
Israel,Ashqelon,2009,Estimate - de jure,111223
Israel,Ashqelon,2010,Estimate - de jure,113154
Israel,Ashqelon,2011,Estimate - de jure,115971
Israel,Ashqelon,2012,Estimate - de jure,118832
Israel,Bat Yam,1995,Census - de facto - complete tabulation,136365
Israel,Bat Yam,2003,Estimate - de jure,132900
Israel,Bat Yam,2004,Estimate - de jure,131200
Israel,Bat Yam,2005,Estimate - de jure,130000
Israel,Bat Yam,2006,Estimate - de jure,129566
Israel,Bat Yam,2007,Estimate - de jure,129264.5
Israel,Bat Yam,2008,Census - de facto - complete tabulation,130310
Israel,Bat Yam,2008,Estimate - de jure,128972
Israel,Bat Yam,2009,Estimate - de jure,130162
Israel,Bat Yam,2010,Estimate - de jure,130175
Israel,Bat Yam,2011,Estimate - de jure,129856
Israel,Bat Yam,2012,Estimate - de jure,129245
Israel,Be'er Sheva,1995,Census - de facto - complete tabulation,150040
Israel,Be'er Sheva,2003,Estimate - de jure,182200
Israel,Be'er Sheva,2004,Estimate - de jure,183800
Israel,Be'er Sheva,2005,Estimate - de jure,184800
Israel,Be'er Sheva,2006,Estimate - de jure,185255.5
Israel,Be'er Sheva,2007,Estimate - de jure,185781
Israel,Be'er Sheva,2008,Census - de facto - complete tabulation,193440
Israel,Be'er Sheva,2008,Estimate - de jure,186657
Israel,Be'er Sheva,2009,Estimate - de jure,193920
Israel,Be'er Sheva,2010,Estimate - de jure,194811
Israel,Be'er Sheva,2011,Estimate - de jure,195826
Israel,Be'er Sheva,2012,Estimate - de jure,196913
Israel,Bene Beraq,1995,Census - de facto - complete tabulation,131005
Israel,Bene Beraq,2003,Estimate - de jure,139300
Israel,Bene Beraq,2004,Estimate - de jure,141000
Israel,Bene Beraq,2005,Estimate - de jure,143700
Israel,Bene Beraq,2006,Estimate - de jure,146499
Israel,Bene Beraq,2007,Estimate - de jure,149450
Israel,Bene Beraq,2008,Census - de facto - complete tabulation,151830
Israel,Bene Beraq,2008,Estimate - de jure,152141
Israel,Bene Beraq,2009,Estimate - de jure,153165
Israel,Bene Beraq,2010,Estimate - de jure,156663
Israel,Bene Beraq,2011,Estimate - de jure,161545
Israel,Bene Beraq,2012,Estimate - de jure,166284
Israel,Haifa,1995,Census - de facto - complete tabulation,255445
Israel,Haifa,2003,Estimate - de jure,270100
Israel,Haifa,2004,Estimate - de jure,268800
Israel,Haifa,2005,Estimate - de jure,267600
Israel,Haifa,2006,Estimate - de jure,266662.5
Israel,Haifa,2007,Estimate - de jure,265611
Israel,Haifa,2008,Census - de facto - complete tabulation,264330
Israel,Haifa,2008,Estimate - de jure,264890
Israel,Haifa,2009,Estimate - de jure,265021
Israel,Haifa,2010,Estimate - de jure,266925
Israel,Haifa,2011,Estimate - de jure,268800
Israel,Haifa,2012,Estimate - de jure,270814
Israel,Holon,1995,Census - de facto - complete tabulation,161830
Israel,Holon,2003,Estimate - de jure,165800
Israel,Holon,2004,Estimate - de jure,165800
Israel,Holon,2005,Estimate - de jure,166000
Israel,Holon,2006,Estimate - de jure,166635
Israel,Holon,2007,Estimate - de jure,167927.5
Israel,Holon,2008,Census - de facto - complete tabulation,176300
Israel,Holon,2008,Estimate - de jure,169704
Israel,Holon,2009,Estimate - de jure,180552
Israel,Holon,2010,Estimate - de jure,183122
Israel,Holon,2011,Estimate - de jure,182825
Israel,Holon,2012,Estimate - de jure,184470
Israel,JERUSALEM,1995,Census - de facto - complete tabulation,619125
Israel,JERUSALEM,2003,Estimate - de jure,686800
Israel,JERUSALEM,2004,Estimate - de jure,699800
Israel,JERUSALEM,2005,Estimate - de jure,713200
Israel,JERUSALEM,2006,Estimate - de jure,726637.5
Israel,JERUSALEM,2007,Estimate - de jure,740475
Israel,JERUSALEM,2008,Census - de facto - complete tabulation,759740
Israel,JERUSALEM,2008,Estimate - de jure,755620
Israel,JERUSALEM,2009,Estimate - de jure,766701
Israel,JERUSALEM,2010,Estimate - de jure,780517
Israel,JERUSALEM,2011,Estimate - de jure,796197
Israel,JERUSALEM,2012,Estimate - de jure,809112
Israel,Netanya,1995,Census - de facto - complete tabulation,143425
Israel,Netanya,2003,Estimate - de jure,165900
Israel,Netanya,2004,Estimate - de jure,168200
Israel,Netanya,2005,Estimate - de jure,170400
Israel,Netanya,2006,Estimate - de jure,172600.5
Israel,Netanya,2007,Estimate - de jure,175149.5
Israel,Netanya,2008,Census - de facto - complete tabulation,180110
Israel,Netanya,2008,Estimate - de jure,177732
Israel,Netanya,2009,Estimate - de jure,181702
Israel,Netanya,2010,Estimate - de jure,185001
Israel,Netanya,2011,Estimate - de jure,187876
Israel,Netanya,2012,Estimate - de jure,190708
Israel,Petah Tiqwa,1995,Census - de facto - complete tabulation,149630
Israel,Petah Tiqwa,2003,Estimate - de jure,173200
Israel,Petah Tiqwa,2004,Estimate - de jure,175000
Israel,Petah Tiqwa,2005,Estimate - de jure,177800
Israel,Petah Tiqwa,2006,Estimate - de jure,181789
Israel,Petah Tiqwa,2007,Estimate - de jure,186532
Israel,Petah Tiqwa,2008,Census - de facto - complete tabulation,200290
Israel,Petah Tiqwa,2008,Estimate - de jure,191401
Israel,Petah Tiqwa,2009,Estimate - de jure,204962
Israel,Petah Tiqwa,2010,Estimate - de jure,210341
Israel,Petah Tiqwa,2011,Estimate - de jure,210414
Israel,Petah Tiqwa,2012,Estimate - de jure,211966
Israel,Ramat Gan,1995,Census - de facto - complete tabulation,127600
Israel,Ramat Gan,2003,Estimate - de jure,126600
Israel,Ramat Gan,2004,Estimate - de jure,127000
Israel,Ramat Gan,2005,Estimate - de jure,127900
Israel,Ramat Gan,2006,Estimate - de jure,129015.5
Israel,Ramat Gan,2007,Estimate - de jure,129774
Israel,Ramat Gan,2008,Census - de facto - complete tabulation,143580
Israel,Ramat Gan,2008,Estimate - de jure,133835
Israel,Ramat Gan,2009,Estimate - de jure,144315
Israel,Ramat Gan,2010,Estimate - de jure,145441
Israel,Ramat Gan,2011,Estimate - de jure,147501
Israel,Ramat Gan,2012,Estimate - de jure,148528
Israel,Rehovot,2005,Estimate - de jure,102500
Israel,Rehovot,2006,Estimate - de jure,103793
Israel,Rehovot,2007,Estimate - de jure,105370.5
Israel,Rehovot,2008,Census - de facto - complete tabulation,111050
Israel,Rehovot,2008,Estimate - de jure,107271
Israel,Rehovot,2009,Estimate - de jure,111877
Israel,Rehovot,2010,Estimate - de jure,114132
Israel,Rehovot,2011,Estimate - de jure,116630
Israel,Rehovot,2012,Estimate - de jure,119397
Israel,Rishon Leziyyon,1995,Census - de facto - complete tabulation,163350
Israel,Rishon Leziyyon,2003,Estimate - de jure,213100
Israel,Rishon Leziyyon,2004,Estimate - de jure,216000
Israel,Rishon Leziyyon,2005,Estimate - de jure,218400
Israel,Rishon Leziyyon,2006,Estimate - de jure,220758
Israel,Rishon Leziyyon,2007,Estimate - de jure,223152.5
Israel,Rishon Leziyyon,2008,Census - de facto - complete tabulation,226830
Israel,Rishon Leziyyon,2008,Estimate - de jure,225188
Israel,Rishon Leziyyon,2009,Estimate - de jure,227567
Israel,Rishon Leziyyon,2010,Estimate - de jure,229642
Israel,Rishon Leziyyon,2011,Estimate - de jure,231387
Israel,Rishon Leziyyon,2012,Estimate - de jure,233572
Israel,Tel Aviv-Yafo,1995,Census - de facto - complete tabulation,348520
Israel,Tel Aviv-Yafo,2003,Estimate - de jure,361900
Israel,Tel Aviv-Yafo,2004,Estimate - de jure,367400
Israel,Tel Aviv-Yafo,2005,Estimate - de jure,375200
Israel,Tel Aviv-Yafo,2006,Estimate - de jure,381650.5
Israel,Tel Aviv-Yafo,2007,Estimate - de jure,387233.5
Israel,Tel Aviv-Yafo,2008,Census - de facto - complete tabulation,402560
Israel,Tel Aviv-Yafo,2008,Estimate - de jure,391268
Israel,Tel Aviv-Yafo,2009,Estimate - de jure,403259
Israel,Tel Aviv-Yafo,2010,Estimate - de jure,404037
Israel,Tel Aviv-Yafo,2011,Estimate - de jure,407513
Israel,Tel Aviv-Yafo,2012,Estimate - de jure,411800
Italy,Ancona,2001,Census - de jure - complete tabulation,100507
Italy,Ancona,2003,Estimate - de jure,101545
Italy,Ancona,2004,Estimate - de jure,101671
Italy,Ancona,2005,Estimate - de jure,101862
Italy,Ancona,2006,Estimate - de jure,101671
Italy,Ancona,2007,Estimate - de jure,101671
Italy,Ancona,2008,Estimate - de jure,101606
Italy,Ancona,2009,Estimate - de jure,102284
Italy,Ancona,2010,Estimate - de jure,102759
Italy,Ancona,2011,Census - de jure - complete tabulation,100497
Italy,Ancona,2011,Estimate - de jure,103017
Italy,Ancona,2012,Estimate - de jure,100404
Italy,Bari,2001,Census - de jure - complete tabulation,316532
Italy,Bari,2003,Estimate - de jure,314166
Italy,Bari,2004,Estimate - de jure,321312
Italy,Bari,2005,Estimate - de jure,326915
Italy,Bari,2006,Estimate - de jure,325983.5
Italy,Bari,2007,Estimate - de jure,325983.5
Italy,Bari,2008,Estimate - de jure,321771
Italy,Bari,2009,Estimate - de jure,320413.5
Italy,Bari,2010,Estimate - de jure,320312.5
Italy,Bari,2011,Census - de jure - complete tabulation,315933
Italy,Bari,2011,Estimate - de jure,319915
Italy,Bari,2012,Estimate - de jure,314311
Italy,Bergamo,2001,Census - de jure - complete tabulation,113143
Italy,Bergamo,2003,Estimate - de jure,114190
Italy,Bergamo,2004,Estimate - de jure,115350
Italy,Bergamo,2005,Estimate - de jure,116197
Italy,Bergamo,2006,Estimate - de jure,115921
Italy,Bergamo,2007,Estimate - de jure,115921
Italy,Bergamo,2008,Estimate - de jure,116426
Italy,Bergamo,2009,Estimate - de jure,117348
Italy,Bergamo,2010,Estimate - de jure,118786
Italy,Bergamo,2011,Census - de jure - complete tabulation,115349
Italy,Bergamo,2011,Estimate - de jure,119943
Italy,Bergamo,2012,Estimate - de jure,115223
Italy,Bologna,2001,Census - de jure - complete tabulation,371217
Italy,Bologna,2003,Estimate - de jure,373539
Italy,Bologna,2004,Estimate - de jure,373982
Italy,Bologna,2005,Estimate - de jure,373743
Italy,Bologna,2006,Estimate - de jure,373384.5
Italy,Bologna,2007,Estimate - de jure,373384.5
Italy,Bologna,2008,Estimate - de jure,374648
Italy,Bologna,2009,Estimate - de jure,376082
Italy,Bologna,2010,Estimate - de jure,378700.5
Italy,Bologna,2011,Census - de jure - complete tabulation,371337
Italy,Bologna,2011,Estimate - de jure,381482.5
Italy,Bologna,2012,Estimate - de jure,375893
Italy,Bolzano,2008,Estimate - de jure,101318
Italy,Bolzano,2009,Estimate - de jure,102527
Italy,Bolzano,2010,Estimate - de jure,103582
Italy,Bolzano,2011,Census - de jure - complete tabulation,102575
Italy,Bolzano,2011,Estimate - de jure,104435
Italy,Bolzano,2012,Estimate - de jure,103189
Italy,Brescia,2001,Census - de jure - complete tabulation,187567
Italy,Brescia,2003,Estimate - de jure,191114
Italy,Brescia,2004,Estimate - de jure,191639
Italy,Brescia,2005,Estimate - de jure,191059
Italy,Brescia,2006,Estimate - de jure,190551.5
Italy,Brescia,2007,Estimate - de jure,190551.5
Italy,Brescia,2008,Estimate - de jure,190442
Italy,Brescia,2009,Estimate - de jure,191231
Italy,Brescia,2010,Estimate - de jure,192748.5
Italy,Brescia,2011,Census - de jure - complete tabulation,189902
Italy,Brescia,2011,Estimate - de jure,194093.5
Italy,Brescia,2012,Estimate - de jure,188803
Italy,Cagliari,2001,Census - de jure - complete tabulation,164249
Italy,Cagliari,2003,Estimate - de jure,162560
Italy,Cagliari,2004,Estimate - de jure,162013
Italy,Cagliari,2005,Estimate - de jure,160391
Italy,Cagliari,2006,Estimate - de jure,159851.5
Italy,Cagliari,2007,Estimate - de jure,159851.5
Italy,Cagliari,2008,Estimate - de jure,157709
Italy,Cagliari,2009,Estimate - de jure,157124
Italy,Cagliari,2010,Estimate - de jure,156719.5
Italy,Cagliari,2011,Census - de jure - complete tabulation,149883
Italy,Cagliari,2011,Estimate - de jure,156187.5
Italy,Cagliari,2012,Estimate - de jure,149459
Italy,Catania,2001,Census - de jure - complete tabulation,313110
Italy,Catania,2003,Estimate - de jure,307774
Italy,Catania,2004,Estimate - de jure,306774
Italy,Catania,2005,Estimate - de jure,304144
Italy,Catania,2006,Estimate - de jure,302854
Italy,Catania,2007,Estimate - de jure,302854
Italy,Catania,2008,Estimate - de jure,297821
Italy,Catania,2009,Estimate - de jure,296030
Italy,Catania,2010,Estimate - de jure,294524.5
Italy,Catania,2011,Census - de jure - complete tabulation,293902
Italy,Catania,2011,Estimate - de jure,292366
Italy,Catania,2012,Estimate - de jure,291891
Italy,Ferrara,2001,Census - de jure - complete tabulation,130992
Italy,Ferrara,2003,Estimate - de jure,131135
Italy,Ferrara,2004,Estimate - de jure,131521
Italy,Ferrara,2005,Estimate - de jure,132471
Italy,Ferrara,2006,Estimate - de jure,132842.5
Italy,Ferrara,2007,Estimate - de jure,132842.5
Italy,Ferrara,2008,Estimate - de jure,133936
Italy,Ferrara,2009,Estimate - de jure,134715.5
Italy,Ferrara,2010,Estimate - de jure,135168
Italy,Ferrara,2011,Census - de jure - complete tabulation,132545
Italy,Ferrara,2011,Estimate - de jure,135406.5
Italy,Ferrara,2012,Estimate - de jure,132069
Italy,Firenze,2001,Census - de jure - complete tabulation,356118
Italy,Firenze,2003,Estimate - de jure,367259
Italy,Firenze,2004,Estimate - de jure,367659
Italy,Firenze,2005,Estimate - de jure,366901
Italy,Firenze,2006,Estimate - de jure,366433.5
Italy,Firenze,2007,Estimate - de jure,366433.5
Italy,Firenze,2008,Estimate - de jure,365873
Italy,Firenze,2009,Estimate - de jure,367280
Italy,Firenze,2010,Estimate - de jure,370091.5
Italy,Firenze,2011,Census - de jure - complete tabulation,358079
Italy,Firenze,2011,Estimate - de jure,372075.5
Italy,Firenze,2012,Estimate - de jure,361679
Italy,Foggia,2001,Census - de jure - complete tabulation,155203
Italy,Foggia,2003,Estimate - de jure,154792
Italy,Foggia,2004,Estimate - de jure,154786
Italy,Foggia,2005,Estimate - de jure,153650
Italy,Foggia,2006,Estimate - de jure,153589.5
Italy,Foggia,2007,Estimate - de jure,153589.5
Italy,Foggia,2008,Estimate - de jure,153346
Italy,Foggia,2009,Estimate - de jure,153099
Italy,Foggia,2010,Estimate - de jure,152854
Italy,Foggia,2011,Census - de jure - complete tabulation,147036
Italy,Foggia,2011,Estimate - de jure,152522
Italy,Foggia,2012,Estimate - de jure,147809
Italy,Forli,2001,Census - de jure - complete tabulation,108335
Italy,Forli,2003,Estimate - de jure,110209
Italy,Forli,2004,Estimate - de jure,110852
Italy,Forli,2005,Estimate - de jure,112477
Italy,Forli,2006,Estimate - de jure,113041
Italy,Forli,2007,Estimate - de jure,113041
Italy,Forli,2008,Estimate - de jure,115537
Italy,Forli,2009,Estimate - de jure,116879
Italy,Forli,2010,Estimate - de jure,117858.5
Italy,Forli,2011,Census - de jure - complete tabulation,116434
Italy,Forli,2011,Estimate - de jure,118567.5
Italy,Forli,2012,Estimate - de jure,116196
Italy,Genova,2001,Census - de jure - complete tabulation,610307
Italy,Genova,2003,Estimate - de jure,601338
Italy,Genova,2004,Estimate - de jure,603211
Italy,Genova,2005,Estimate - de jure,620316
Italy,Genova,2006,Estimate - de jure,618001
Italy,Genova,2007,Estimate - de jure,618001
Italy,Genova,2008,Estimate - de jure,611590
Italy,Genova,2009,Estimate - de jure,610458.5
Italy,Genova,2010,Estimate - de jure,608826
